rig,material_group,value_usd
BANBA,M300,8402.95
BANBA,M900,37.64
BANBA,CHEM_INTE,4031.61
BANBA,WELL_EXPL,15.6
BANBA,OIL,0.0
BANBA,M700,208.08
BANBA,M600,184.15
BANBA,M200,0.0
BANBA,CONS_RIG,32.02
BANBA,M800,0.0
BANBA,M500,46.2
NUADA,LUBRICANT,150787.64
NUADA,ROT_MACH,843933.67
NUADA,INSTRUM,240717.37
NUADA,DRIL_DRWK,87762.32
NUADA,DRIL_PMP,84290.03
NUADA,DRIL_CTRL,218230.11
NUADA,MECHA,324972.63
NUADA,DRIL_TDS,191574.62
NUADA,DRIL_HDLG,137733.12
NUADA,DRIL_MUD,26501.83
NUADA,VLV_PIPNG,49682.26
NUADA,PIPING,44102.89
NUADA,WELL_CHEM,9654.03
NUADA,ELEC,150905.95
NUADA,SMAL_TOOL,316420.08
NUADA,PROCESS,120380.69
NUADA,HDLG_LFTG,286585.04
NUADA,DRIL_WAST,2647.19
NUADA,DRIL_SKID,109386.01
NUADA,DRIL_CEM,9826.82
NUADA,WELL_CPL,72651.51
NUADA,BOLTING,8212.39
NUADA,IT_TELCOM,38592.13
NUADA,LABO,4748.88
NUADA,DRIL_HOIS,1761.61
NUADA,CHEM_CONS,2491.68
NUADA,UTILITIES,29560.97
NUADA,RAW,3834.51
NUADA,PAIN_COAT,41652.34
NUADA,PPE,369578.78
NUADA,SHE,21180.89
NUADA,MARINE,23104.42
NUADA,CHEM_INTE,3276.34
NUADA,OFF_EQPT,29506.73
NUADA,DRIL_HULL,14000.0
NUADA,WELL_WHX,1419.3
NUADA,HOUS_EQPT,18610.26
NUADA,VLV_INST,19302.95
NUADA,DRIL_LOGG,4693.43
NUADA,INFIRMARY,24325.4
NUADA,DRIL_TUB,976.81
NUADA,DRIL_CLN,53880.0
LUG,PIPING,83777.2
LUG,CONS_RIG,12905.06
LUG,DRIL_DRWK,299.5
LUG,M300,20784.49
LUG,DRIL_HDLG,97559.5
LUG,MECHA,99985.48
LUG,DRIL_CTRL,22990.81
LUG,ROT_MACH,68257.25
LUG,DRIL_PMP,175453.19
LUG,SMAL_TOOL,50548.02
LUG,BOLTING,31137.8
LUG,VLV_PIPNG,71696.61
LUG,NO MATERIAL,195690.49
LUG,DRIL_MUD,25426.88
LUG,DRIL_CEM,4225.14
LUG,WELL_CPL,145501.41
LUG,PROCESS,23535.0
LUG,DRIL_TDS,63329.27
LUG,DRIL_LOGG,56868.79
LUG,M900,50963.34
LUG,LABO,160.79
LUG,M400,2355.7
LUG,M700,804.6
LUG,ELEC,11006.65
LUG,UTILITIES,9152.62
LUG,PPE,153559.61
LUG,DRIL_HULL,0.0
LUG,HDLG_LFTG,160953.45
LUG,M200,0.0
LUG,OIL,0.0
LUG,LUBRICANT,17522.62
LUG,VLV_INST,4742.4
LUG,M600,39.06
LUG,M800,2929.4
LUG,SHE,11791.04
LUG,INSTRUM,22652.9
LUG,DRIL_WAST,1162.88
LUG,M500,807.03
LUG,MECA_YARD,0.0
LUG,DRIL_CLN,45922.5
LUG,IT_TELCOM,12883.29
LUG,DRIL_HOIS,1922.26
MIDIR,DRIL_PMP,261854.34
MIDIR,DRIL_CTRL,56444.82
MIDIR,VLV_PIPNG,41339.97
MIDIR,DRIL_TDS,204987.52
MIDIR,BOLTING,716.59
MIDIR,DRIL_HDLG,176451.99
MIDIR,MECHA,77306.17
MIDIR,SMAL_TOOL,13686.06
MIDIR,PIPING,26847.81
MIDIR,ROT_MACH,301270.03
MIDIR,HDLG_LFTG,11390.97
MIDIR,WELL_CHEM,194.65
MIDIR,DRIL_DRWK,1911.81
MIDIR,DRIL_TUB,16494.26
MIDIR,DRIL_LOGG,11074.08
MIDIR,LUBRICANT,26332.26
MIDIR,DRIL_CEM,3701.51
MIDIR,DRIL_WAST,5004.36
MIDIR,DRIL_MUD,31504.72
MIDIR,ELEC,80952.56
MIDIR,INSTRUM,5149.9
MIDIR,DRIL_HOIS,56396.6
MIDIR,PPE,22453.18
MIDIR,WELL_CPL,262.72
MIDIR,PAIN_COAT,104.65
MIDIR,WELL_WHX,486.46
MIDIR,VEHICLE,1562.74
MIDIR,DRIL_SKID,18745.74
MIDIR,IT_TELCOM,1055.6
MIDIR,VLV_INST,299.63
MIDIR,HOUS_EQPT,119.56
MIDIR,UTILITIES,534.24
DRAVUS,WELL_CPL,55212.99
DRAVUS,DRIL_LOGG,83369.35
DRAVUS,DRIL_MUD,69240.05
DRAVUS,ROT_MACH,122690.56
DRAVUS,WELL_CHEM,3511.62
DRAVUS,DRIL_PMP,119416.11
DRAVUS,MECHA,69375.92
DRAVUS,DRIL_WAST,20348.76
DRAVUS,ELEC,13279.93
DRAVUS,DRIL_HDLG,59932.03
DRAVUS,PIPING,1979.67
DRAVUS,LABO,5881.36
DRAVUS,WELL_EXPL,13.0
DRAVUS,INSTRUM,12551.44
DRAVUS,LUBRICANT,17546.62
DRAVUS,DRIL_TDS,42310.44
DRAVUS,DRIL_CEM,21908.12
DRAVUS,HDLG_LFTG,79260.88
DRAVUS,RAW,6478.13
DRAVUS,DRIL_CTRL,50564.24
DRAVUS,DRIL_DRWK,219.37
DRAVUS,VLV_PIPNG,4891.14
DRAVUS,MECA_YARD,111.38
DRAVUS,BOLTING,782.39
DRAVUS,SMAL_TOOL,26544.34
DRAVUS,DRIL_TUB,44482.3
DRAVUS,DRIL_HOIS,5400.13
DRAVUS,NO MATERIAL,74399.23
DRAVUS,M400,10206.07
DRAVUS,M700,1406.07
DRAVUS,PROCESS,5726.67
DRAVUS,M900,561.81
DRAVUS,OIL,2133.47
DRAVUS,M300,3770.68
