rig,material_group,value_usd
MIDIR,MECHA,394052.54
MIDIR,VLV_PIPNG,43750.8
MIDIR,DRIL_CTRL,647514.0
MIDIR,DRIL_HDLG,819417.63
MIDIR,HDLG_LFTG,76414.55
MIDIR,DRIL_CEM,60220.04
MIDIR,DRIL_CLN,203501.58
MIDIR,DRIL_MUD,65857.25
MIDIR,DRIL_TDS,290149.81
MIDIR,AER_TRSP,229886.8
MIDIR,ELEC,657877.03
MIDIR,PPE,176700.47
MIDIR,INSTRUM,27813.3
MIDIR,DRIL_WAST,4448.01
MIDIR,WELL_CHEM,8508.03
MIDIR,SMAL_TOOL,117221.89
MIDIR,DRIL_LOGG,36481.1
MIDIR,BOLTING,12327.41
MIDIR,VLV_INST,6474.99
MIDIR,PIPING,112632.69
MIDIR,IT_TELCOM,27042.82
MIDIR,SHE,147456.78
MIDIR,DRIL_SKID,26209.63
MIDIR,NO MATERIAL,360786.29
MIDIR,TRNG_SRV,22386.83
MIDIR,PAIN_COAT,40598.73
MIDIR,STO_RTAL,209699.27
MIDIR,MAIN_RTAL,834906.86
MIDIR,M500,1606.77
MIDIR,RAW,41193.12
MIDIR,WELL_OCTG,5149.98
MIDIR,OFF_EQPT,26732.03
MIDIR,INFIRMARY,43046.61
MIDIR,LUBRICANT,11862.83
MIDIR,VEHICLE,281.06
MIDIR,WELL_CEM,713467.87
MIDIR,CERT_SRV,6468.2
MIDIR,HOUS_EQPT,25126.6
MIDIR,BUIL_SRV,1708.0
MIDIR,GOOD_TEST,15909.0
MIDIR,INSP_SRV,149876.77
MIDIR,LIFT_RTAL,111004.37
MIDIR,WELDI_SRV,322164.17
MIDIR,MECHA_WRK,2921.04
MIDIR,DRIL_HULL,9309.22
MIDIR,BEV_FOOD,7517.45
MIDIR,ELE_SRV,83818.06
MIDIR,CHEM_CONS,8013.94
MIDIR,TYPO_SRV,1161.44
MIDIR,PROCESS,1125.36
MIDIR,CUT_CPP,6866.16
MIDIR,PIPE_WRK,1127.28
MIDIR,SEA_TRSP,94145.41
MIDIR,STEEL_WRK,9394.0
MIDIR,CHEM_WATT,9747.9
MIDIR,LABO,38105.47
MIDIR,CAR_RTAL,4553.76
MIDIR,VES_RTAL,33101.04
MIDIR,CUT_SRV,437.25
MIDIR,HEALT_SRV,6917.4
MIDIR,WELL_ACTV,772.98
MIDIR,VISA_SRV,342.54
MIDIR,TEL_SRV,534226.16
MIDIR,EXPR_TRSP,952.32
MIDIR,IT_SRV,58292.2
MIDIR,PIPE_SRV,40882.69
MIDIR,PAINT_WRK,11661.11
MIDIR,STRUC_SRV,76543.36
MIDIR,TECH_SRV,2476.6
MIDIR,LOC_EXT,7515.2
MIDIR,DRIL_HOIS,32022.13
MIDIR,WELL_EXPL,51.49
MIDIR,WELL_WHX,3428.75
DRAVUS,NO MATERIAL,3563797.49
DRAVUS,PROCESS,5491810.52
DRAVUS,HDLG_LFTG,305120.8
DRAVUS,SMAL_TOOL,129297.41
DRAVUS,DRIL_MUD,49515.52
DRAVUS,DRIL_WAST,9961.89
DRAVUS,ROT_MACH,262300.57
DRAVUS,INSTRUM,46197.94
DRAVUS,VLV_INST,41668.23
DRAVUS,ELEC,678097.36
DRAVUS,LUBRICANT,117573.31
DRAVUS,MECHA,587655.53
DRAVUS,PIPING,403339.33
DRAVUS,MAIN_RTAL,512952.61
DRAVUS,PAIN_COAT,26118.68
DRAVUS,DRIL_HDLG,241946.8
DRAVUS,WELL_ACTV,30085.77
DRAVUS,WELL_OCTG,20437.44
DRAVUS,MECHA_SRV,81194.18
DRAVUS,BOLTING,33168.17
DRAVUS,STO_RTAL,639379.55
DRAVUS,OFF_EQPT,31994.76
DRAVUS,DRIL_PMP,75450.38
DRAVUS,SHE,85609.94
DRAVUS,PPE,83842.57
DRAVUS,INFIRMARY,17097.33
DRAVUS,RAW,33671.27
DRAVUS,AER_TRSP,92164.72
DRAVUS,EXPR_TRSP,18519.79
DRAVUS,UTILITIES,50634.17
DRAVUS,IT_TELCOM,164520.12
DRAVUS,OFFICE,17.93
DRAVUS,VLV_PIPNG,120672.92
DRAVUS,WELDI_SRV,240408.46
DRAVUS,WELL_BIT,3869.78
DRAVUS,CHEM_WATT,11220.88
DRAVUS,DRIL_HULL,13197.11
DRAVUS,DRIL_TDS,361406.25
DRAVUS,WATER_SRV,8454.6
DRAVUS,GOOD_TEST,2714.59
DRAVUS,CERT_SRV,23923.83
DRAVUS,MECHA_WRK,16134.15
DRAVUS,DRIL_CUTT,33221.0
DRAVUS,INSP_SRV,147558.78
DRAVUS,DRIL_SKID,575.23
DRAVUS,DRIL_TUB,38349.73
DRAVUS,IT_SRV,135546.21
DRAVUS,INST_WRK,6103.5
DRAVUS,WELL_WHX,36924.46
DRAVUS,WELL_CPL,27666.94
DRAVUS,DRIL_HOIS,87351.0
DRAVUS,STRUC_SRV,840.27
DRAVUS,DRIL_CTRL,176493.95
DRAVUS,MARINE,8622.68
DRAVUS,LABO,18644.6
DRAVUS,CAR_RTAL,29698.56
DRAVUS,LIFT_RTAL,280546.98
DRAVUS,HOUS_EQPT,2656.93
DRAVUS,TRNG_SRV,45525.3
DRAVUS,HEALT_SRV,5533.92
DRAVUS,ELE_SRV,11280.99
DRAVUS,VISA_SRV,3201.22
DRAVUS,PIPE_SRV,7044.5
DRAVUS,STEEL_WRK,12415.19
DRAVUS,SEA_TRSP,207718.31
DRAVUS,IND_WRK,15734.1
DRAVUS,TEL_SRV,219024.75
DRAVUS,WELL_EXPL,13.19
DRAVUS,DRIL_DRWK,9620.43
DRAVUS,WELL_CHEM,1184.15
DRAVUS,DRIL_CEM,223.22
DRAVUS,DRIL_LOGG,15057.84
DRAVUS,PREF_WRK,17233.45
DRAVUS,CIVI_WRK,54370.33
DRAVUS,CHEM_CONS,137.02
DRAVUS,S201,82954.14
DRAVUS,ROAD_TRSP,5601.87
