rig,material_group,value_usd
NUADA,MECHA,41713.45
NUADA,ELEC,137434.81
NUADA,DRIL_TDS,98005.8
NUADA,DRIL_DRWK,10000.02
NUADA,DRIL_SKID,4935.04
NUADA,INSTRUM,93503.89
NUADA,CERT_SRV,66400.2
NUADA,DRIL_HDLG,7311.66
NUADA,ELE_SRV,81544.97
NUADA,DRIL_HOIS,5634.77
NUADA,PPE,17951.21
NUADA,MECHA_SRV,188677.98
NUADA,DRIL_CTRL,4248.06
NUADA,PIPING,24714.66
NUADA,PROCESS,2606.58
NUADA,BOLTING,458.64
NUADA,INFIRMARY,120.7
NUADA,MARINE,104.0
NUADA,INSP_SRV,296229.92
NUADA,OFF_EQPT,3844.98
NUADA,VLV_PIPNG,8126.59
NUADA,DRIL_WAST,33855.85
NUADA,DRIL_CEM,335.5
NUADA,DRIL_MUD,4746.0
NUADA,LUBRICANT,2250.0
NUADA,DRIL_LOGG,36973.5
NUADA,CHEM_WATT,214.42
NUADA,TEL_SRV,51920.51
NUADA,IT_SRV,370318.67
NUADA,DRIL_PMP,7207.01
NUADA,DRIL_TUB,2454.82
NUADA,PAIN_COAT,15600.46
NUADA,DRIL_HULL,114700.27
NUADA,VLV_INST,4837.4
NUADA,EXP_EXT,21568.49
NUADA,LIFT_SRV,26581.3
LUG,LUBRICANT,18512.53
LUG,SMAL_TOOL,239815.4
LUG,PIPING,181275.44
LUG,SHE,212215.87
LUG,PAIN_COAT,74012.84
LUG,PPE,104478.67
LUG,MECHA,460986.86
LUG,HDLG_LFTG,359194.78
LUG,HVAC_SRV,1470.0
LUG,ELEC,511451.45
LUG,DRIL_CTRL,375305.38
LUG,RAW,145794.71
LUG,IT_TELCOM,215602.33
LUG,INFIRMARY,3318.61
LUG,PAIN_SRV,9032.59
LUG,DRIL_CEM,4298.0
LUG,DRIL_WAST,94191.53
LUG,DRIL_HDLG,220200.33
LUG,DRIL_MUD,283789.21
LUG,WELDI_SRV,71592.55
LUG,AER_TRSP,288977.63
LUG,ROT_MACH,313803.07
LUG,TRNG_SRV,98286.75
LUG,DRIL_TDS,254594.96
LUG,HOUS_EQPT,24913.43
LUG,PROCESS,20636.24
LUG,VLV_PIPNG,150709.19
LUG,BOLTING,115009.34
LUG,BEV_FOOD,10497.41
LUG,OFF_EQPT,71165.78
LUG,WELL_ACTV,21609.97
LUG,INSTRUM,169908.66
LUG,DRIL_PMP,333285.19
LUG,LIFT_MAIN,40191.12
LUG,DRIL_HULL,14429.12
LUG,MECHA_WRK,42768.32
LUG,MECHA_SRV,339173.09
LUG,UTILITIES,59379.47
LUG,FUEL,9950.0
LUG,ELE_SRV,25167.28
LUG,IT_SRV,123917.91
LUG,INSP_SRV,142264.54
LUG,WELL_CPL,117154.41
LUG,DRIL_HOIS,4901.71
LUG,LIFT_SRV,18958.8
LUG,CAR_RTAL,100033.14
LUG,SEA_TRSP,208758.09
LUG,CERT_SRV,95867.91
LUG,INSUL_SRV,1528.09
LUG,HOTEL_SRV,1484.97
LUG,TICK_SRV,527.91
LUG,CHEM_CONS,480.0
LUG,LEGAL_SRV,9696.32
LUG,VLV_INST,125591.64
LUG,TECH_SRV,17647.05
LUG,WELL_CHEM,7500.0
LUG,WELL_BIT,210.0
LUG,LABO,7085.48
LUG,DRIL_DRWK,36950.42
LUG,DRIL_CUTT,662.49
LUG,DRIL_LOGG,112860.31
LUG,DRIL_SKID,2764.53
LUG,LIFT_RTAL,79201.67
LUG,WELL_OCTG,423.8
LUG,VISA_SRV,2534.67
LUG,SECU_SRV,1093.12
LUG,ENV_SRV,7686.0
LUG,ELE_WRK,38099.69
LUG,CATRG_SRV,3715.75
LUG,WELL_CEM,490.78
LUG,MAIN_RTAL,146768.97
LUG,TEM_STAFF,1110.2
LUG,PIPE_SRV,553.39
LUG,WELL_WHX,25362.44
LUG,INST_WRK,3476.98
LUG,STEEL_WRK,1110.2
LUG,BUIL_RTAL,6405.0
LUG,MARINE,767.52
LUG,WELL_EXPL,2855.67
LUG,OFFI_SRV,19947.21
LUG,DRIL_CLN,10068.0
LUG,ACCO_SRV,62702.95
LUG,CIVI_WRK,341.6
LUG,TRNST_SRV,1622.6
LUG,SCAF_SRV,3501.4
LUG,VEHICLE,4611.6
LUG,CHEM_INTE,403.81
MIDIR,ELEC,625622.97
MIDIR,LUBRICANT,21384.91
MIDIR,SMAL_TOOL,96165.01
MIDIR,BEV_FOOD,10602.66
MIDIR,UTILITIES,225970.82
MIDIR,OFFI_SRV,2997.54
MIDIR,PPE,87845.86
MIDIR,INSTRUM,9508.69
MIDIR,VISA_SRV,982.19
MIDIR,DRIL_HDLG,326488.9
MIDIR,ROT_MACH,75466.94
MIDIR,MECHA,281919.24
MIDIR,DRIL_CTRL,760267.3
MIDIR,INSP_SRV,169257.23
MIDIR,INFIRMARY,46065.62
MIDIR,HOUS_EQPT,41021.7
MIDIR,HDLG_LFTG,83377.82
MIDIR,TECH_SRV,9650.2
MIDIR,CERT_SRV,15868.81
MIDIR,DRIL_TDS,151777.01
MIDIR,BOLTING,14416.57
MIDIR,SEA_TRSP,128980.57
MIDIR,OFF_EQPT,27986.38
MIDIR,RAW,29711.8
MIDIR,AER_TRSP,224996.98
MIDIR,SHE,151198.12
MIDIR,IT_SRV,141606.4
MIDIR,DRIL_PMP,162220.63
MIDIR,PROCESS,1541.36
MIDIR,VLV_PIPNG,49436.13
MIDIR,WELDI_SRV,308976.31
MIDIR,PAIN_COAT,41403.2
MIDIR,DRIL_HOIS,18600.0
MIDIR,PIPING,164560.53
MIDIR,IT_TELCOM,42986.21
MIDIR,MAIN_RTAL,895259.75
MIDIR,CUT_SRV,437.25
MIDIR,PIPE_SRV,35065.24
MIDIR,DRIL_TUB,415681.2
MIDIR,TRNG_SRV,32935.19
MIDIR,LIFT_RTAL,84180.23
MIDIR,LOC_EXT,7515.2
MIDIR,PAINT_WRK,13579.83
MIDIR,CAR_RTAL,4611.54
MIDIR,STRUC_WRK,10931.2
MIDIR,ELE_SRV,87292.68
MIDIR,LABO,36860.5
MIDIR,STO_RTAL,331407.08
MIDIR,VLV_INST,6273.67
MIDIR,DRIL_LOGG,27532.31
MIDIR,DRIL_HULL,9309.22
MIDIR,WELL_ACTV,4530.42
MIDIR,DRIL_MUD,124695.04
MIDIR,TYPO_SRV,1161.44
MIDIR,DRIL_DRWK,44258.5
MIDIR,LORO_TRSP,51997.0
MIDIR,PIPE_WRK,1127.28
MIDIR,DRIL_WAST,3873.4
MIDIR,CUT_CPP,6866.16
MIDIR,DRIL_CLN,236297.53
MIDIR,WELL_WHX,3175.68
MIDIR,DRIL_CEM,44996.5
MIDIR,GOOD_TEST,15909.0
MIDIR,CHEM_WATT,9747.9
MIDIR,BUIL_SRV,1708.0
MIDIR,WELL_EXPL,49.7
MIDIR,VES_RTAL,52572.24
MIDIR,WELL_OCTG,4726.8
MIDIR,VEHICLE,246.25
MIDIR,STRUC_SRV,79659.7
MIDIR,INST_SRV,3522.75
MIDIR,MECHA_WRK,2632.93
MIDIR,WELL_CHEM,4280.71
MIDIR,CHEM_CONS,8013.94
MIDIR,STEEL_WRK,17541.16
MIDIR,HEALT_SRV,8300.88
MIDIR,WELL_CPL,3800.0
MIDIR,TEL_SRV,441714.0
DRAVUS,PPE,68001.79
DRAVUS,DRIL_TDS,310488.18
DRAVUS,DRIL_HOIS,7174.81
DRAVUS,MECHA,478503.91
DRAVUS,SMAL_TOOL,107860.33
DRAVUS,DRIL_TUB,53320.14
DRAVUS,LUBRICANT,57033.93
DRAVUS,BOLTING,52249.98
DRAVUS,DRIL_HDLG,226851.51
DRAVUS,HDLG_LFTG,23968.38
DRAVUS,UTILITIES,47398.23
DRAVUS,ELEC,829572.76
DRAVUS,ROT_MACH,270898.62
DRAVUS,RAW,64139.86
DRAVUS,PAIN_COAT,24312.56
DRAVUS,IT_TELCOM,140317.39
DRAVUS,DRIL_HULL,17497.98
DRAVUS,DRIL_CTRL,186308.11
DRAVUS,DRIL_PMP,52590.27
DRAVUS,VLV_PIPNG,37833.36
DRAVUS,PIPE_SRV,11435.76
DRAVUS,AER_TRSP,95613.67
DRAVUS,WELDI_SRV,238439.38
DRAVUS,ADV_SRV,1000.89
DRAVUS,PIPING,523769.17
DRAVUS,DRIL_DRWK,9649.34
DRAVUS,DRIL_MUD,46260.8
DRAVUS,DRIL_WAST,5021.71
DRAVUS,INSP_SRV,94299.94
DRAVUS,VLV_INST,65324.64
DRAVUS,OFF_EQPT,31274.27
DRAVUS,EXPR_TRSP,19464.08
DRAVUS,SHE,95251.18
DRAVUS,ELE_SRV,84182.24
DRAVUS,INFIRMARY,16802.81
DRAVUS,TRNG_SRV,47794.01
DRAVUS,INSTRUM,174951.04
DRAVUS,STO_RTAL,897800.81
DRAVUS,CAR_RTAL,30337.68
DRAVUS,CERT_SRV,5638.88
DRAVUS,VEHICLE,307.09
DRAVUS,WELL_ACTV,61646.41
DRAVUS,MAIN_RTAL,550613.41
DRAVUS,STEEL_WRK,36147.18
DRAVUS,MECHA_WRK,10124.38
DRAVUS,SEA_TRSP,209474.58
DRAVUS,IT_SRV,304830.96
DRAVUS,WELL_CPL,27853.0
DRAVUS,WELL_CHEM,1079.1
DRAVUS,DRIL_LOGG,32380.19
DRAVUS,LIFT_RTAL,212048.07
DRAVUS,PROCESS,33450.71
DRAVUS,WELL_OCTG,19343.95
DRAVUS,CHEM_WATT,13097.37
DRAVUS,TEL_SRV,346041.15
DRAVUS,GOOD_TEST,2714.59
DRAVUS,MECHA_SRV,75971.14
DRAVUS,LABO,14973.36
DRAVUS,WELL_EXPL,10.7
DRAVUS,WELL_BIT,3599.4
DRAVUS,DRIL_CUTT,33413.22
DRAVUS,WATER_SRV,8454.6
DRAVUS,WELL_WHX,35759.75
DRAVUS,VISA_SRV,3201.22
DRAVUS,INST_WRK,6103.5
DRAVUS,HOUS_EQPT,2656.93
DRAVUS,IND_WRK,15734.1
DRAVUS,BEV_FOOD,297.58
DRAVUS,STRUC_SRV,840.27
DRAVUS,HEALT_SRV,8300.88
